"TIME","GEO","CITIZEN","UNIT","Value"
"2000M10","European Union - 15 countries (1995-2004)","Total","Person",":"
"2000M10","Belgium","Total","Person","5,305"
"2000M10","Bulgaria","Total","Person",":"
"2000M10","Czechia","Total","Person",":"
"2000M10","Denmark","Total","Person","905"
"2000M10","Germany (until 1990 former territory of the FRG)","Total","Person","7,685"
"2000M10","Estonia","Total","Person",":"
"2000M10","Ireland","Total","Person","1,095"
"2000M10","Greece","Total","Person","130"
"2000M10","Spain","Total","Person","750"
"2000M10","France","Total","Person","3,505"
"2000M10","Italy","Total","Person","285"
"2000M10","Cyprus","Total","Person",":"
"2000M10","Latvia","Total","Person",":"
"2000M10","Lithuania","Total","Person",":"
"2000M10","Luxembourg","Total","Person","50"
"2000M10","Hungary","Total","Person",":"
"2000M10","Malta","Total","Person",":"
"2000M10","Netherlands","Total","Person","3,980"
"2000M10","Austria","Total","Person","1,765"
"2000M10","Poland","Total","Person",":"
"2000M10","Portugal","Total","Person","15"
"2000M10","Romania","Total","Person",":"
"2000M10","Slovenia","Total","Person",":"
"2000M10","Slovakia","Total","Person",":"
"2000M10","Finland","Total","Person","145"
"2000M10","Sweden","Total","Person","2,000"
"2000M10","United Kingdom","Total","Person","6,970"
"2000M10","Iceland","Total","Person",":"
"2000M10","Norway","Total","Person",":"
"2000M10","Turkey","Total","Person",":"
"2000M11","European Union - 15 countries (1995-2004)","Total","Person",":"
"2000M11","Belgium","Total","Person","5,800"
"2000M11","Bulgaria","Total","Person",":"
"2000M11","Czechia","Total","Person",":"
"2000M11","Denmark","Total","Person","900"
"2000M11","Germany (until 1990 former territory of the FRG)","Total","Person","7,910"
"2000M11","Estonia","Total","Person",":"
"2000M11","Ireland","Total","Person","1,095"
"2000M11","Greece","Total","Person","95"
"2000M11","Spain","Total","Person","595"
"2000M11","France","Total","Person","3,375"
"2000M11","Italy","Total","Person","205"
"2000M11","Cyprus","Total","Person",":"
"2000M11","Latvia","Total","Person",":"
"2000M11","Lithuania","Total","Person",":"
"2000M11","Luxembourg","Total","Person","40"
"2000M11","Hungary","Total","Person",":"
"2000M11","Malta","Total","Person",":"
"2000M11","Netherlands","Total","Person","3,925"
"2000M11","Austria","Total","Person","1,645"
"2000M11","Poland","Total","Person",":"
"2000M11","Portugal","Total","Person","15"
"2000M11","Romania","Total","Person",":"
"2000M11","Slovenia","Total","Person",":"
"2000M11","Slovakia","Total","Person",":"
"2000M11","Finland","Total","Person","135"
"2000M11","Sweden","Total","Person","2,140"
"2000M11","United Kingdom","Total","Person","7,250"
"2000M11","Iceland","Total","Person",":"
"2000M11","Norway","Total","Person",":"
"2000M11","Turkey","Total","Person",":"
"2000M12","European Union - 15 countries (1995-2004)","Total","Person",":"
"2000M12","Belgium","Total","Person","4,635"
"2000M12","Bulgaria","Total","Person",":"
"2000M12","Czechia","Total","Person",":"
"2000M12","Denmark","Total","Person","470"
"2000M12","Germany (until 1990 former territory of the FRG)","Total","Person","5,960"
"2000M12","Estonia","Total","Person",":"
"2000M12","Ireland","Total","Person","760"
"2000M12","Greece","Total","Person","715"
"2000M12","Spain","Total","Person","620"
"2000M12","France","Total","Person","3,145"
"2000M12","Italy","Total","Person","15"
"2000M12","Cyprus","Total","Person",":"
"2000M12","Latvia","Total","Person",":"
"2000M12","Lithuania","Total","Person",":"
"2000M12","Luxembourg","Total","Person","50"
"2000M12","Hungary","Total","Person",":"
"2000M12","Malta","Total","Person",":"
"2000M12","Netherlands","Total","Person","3,670"
"2000M12","Austria","Total","Person","1,560"
"2000M12","Poland","Total","Person",":"
"2000M12","Portugal","Total","Person","10"
"2000M12","Romania","Total","Person",":"
"2000M12","Slovenia","Total","Person",":"
"2000M12","Slovakia","Total","Person",":"
"2000M12","Finland","Total","Person","115"
"2000M12","Sweden","Total","Person","2,515"
"2000M12","United Kingdom","Total","Person","5,820"
"2000M12","Iceland","Total","Person",":"
"2000M12","Norway","Total","Person",":"
"2000M12","Turkey","Total","Person",":"
"2001M01","European Union - 15 countries (1995-2004)","Total","Person",":"
"2001M01","Belgium","Total","Person","3,235"
"2001M01","Bulgaria","Total","Person",":"
"2001M01","Czechia","Total","Person","1,200"
"2001M01","Denmark","Total","Person","1,165"
"2001M01","Germany (until 1990 former territory of the FRG)","Total","Person","7,585"
"2001M01","Estonia","Total","Person",":"
"2001M01","Ireland","Total","Person","840"
"2001M01","Greece","Total","Person","120"
"2001M01","Spain","Total","Person","835"
"2001M01","France","Total","Person","3,020"
"2001M01","Italy","Total","Person",":"
"2001M01","Cyprus","Total","Person",":"
"2001M01","Latvia","Total","Person","0"
"2001M01","Lithuania","Total","Person",":"
"2001M01","Luxembourg","Total","Person","60"
"2001M01","Hungary","Total","Person",":"
"2001M01","Malta","Total","Person",":"
"2001M01","Netherlands","Total","Person","3,695"
"2001M01","Austria","Total","Person","1,875"
"2001M01","Poland","Total","Person",":"
"2001M01","Portugal","Total","Person","25"
"2001M01","Romania","Total","Person",":"
"2001M01","Slovenia","Total","Person",":"
"2001M01","Slovakia","Total","Person",":"
"2001M01","Finland","Total","Person","120"
"2001M01","Sweden","Total","Person","1,730"
"2001M01","United Kingdom","Total","Person","6,380"
"2001M01","Iceland","Total","Person",":"
"2001M01","Norway","Total","Person",":"
"2001M01","Turkey","Total","Person",":"
"2001M02","European Union - 15 countries (1995-2004)","Total","Person",":"
"2001M02","Belgium","Total","Person","1,735"
"2001M02","Bulgaria","Total","Person",":"
"2001M02","Czechia","Total","Person","1,185"
"2001M02","Denmark","Total","Person","895"
"2001M02","Germany (until 1990 former territory of the FRG)","Total","Person","6,220"
"2001M02","Estonia","Total","Person",":"
"2001M02","Ireland","Total","Person","705"
"2001M02","Greece","Total","Person","105"
"2001M02","Spain","Total","Person","810"
"2001M02","France","Total","Person","3,775"
"2001M02","Italy","Total","Person",":"
"2001M02","Cyprus","Total","Person",":"
"2001M02","Latvia","Total","Person","0"
"2001M02","Lithuania","Total","Person",":"
"2001M02","Luxembourg","Total","Person","50"
"2001M02","Hungary","Total","Person",":"
"2001M02","Malta","Total","Person",":"
"2001M02","Netherlands","Total","Person","2,805"
"2001M02","Austria","Total","Person","2,395"
"2001M02","Poland","Total","Person",":"
"2001M02","Portugal","Total","Person","10"
"2001M02","Romania","Total","Person",":"
"2001M02","Slovenia","Total","Person",":"
"2001M02","Slovakia","Total","Person",":"
"2001M02","Finland","Total","Person","105"
"2001M02","Sweden","Total","Person","1,300"
"2001M02","United Kingdom","Total","Person","5,520"
"2001M02","Iceland","Total","Person",":"
"2001M02","Norway","Total","Person",":"
"2001M02","Turkey","Total","Person",":"
"2001M03","European Union - 15 countries (1995-2004)","Total","Person",":"
"2001M03","Belgium","Total","Person","1,755"
"2001M03","Bulgaria","Total","Person",":"
"2001M03","Czechia","Total","Person","1,595"
"2001M03","Denmark","Total","Person","970"
"2001M03","Germany (until 1990 former territory of the FRG)","Total","Person","7,250"
"2001M03","Estonia","Total","Person",":"
"2001M03","Ireland","Total","Person","765"
"2001M03","Greece","Total","Person","240"
"2001M03","Spain","Total","Person","745"
"2001M03","France","Total","Person","4,545"
"2001M03","Italy","Total","Person",":"
"2001M03","Cyprus","Total","Person",":"
"2001M03","Latvia","Total","Person","0"
"2001M03","Lithuania","Total","Person",":"
"2001M03","Luxembourg","Total","Person","55"
"2001M03","Hungary","Total","Person",":"
"2001M03","Malta","Total","Person",":"
"2001M03","Netherlands","Total","Person","3,085"
"2001M03","Austria","Total","Person","3,210"
"2001M03","Poland","Total","Person",":"
"2001M03","Portugal","Total","Person","15"
"2001M03","Romania","Total","Person",":"
"2001M03","Slovenia","Total","Person",":"
"2001M03","Slovakia","Total","Person",":"
"2001M03","Finland","Total","Person","165"
"2001M03","Sweden","Total","Person","1,295"
"2001M03","United Kingdom","Total","Person","5,815"
"2001M03","Iceland","Total","Person",":"
"2001M03","Norway","Total","Person",":"
"2001M03","Turkey","Total","Person",":"
"2001M04","European Union - 15 countries (1995-2004)","Total","Person",":"
"2001M04","Belgium","Total","Person","1,770"
"2001M04","Bulgaria","Total","Person",":"
"2001M04","Czechia","Total","Person","1,500"
"2001M04","Denmark","Total","Person","1,030"
"2001M04","Germany (until 1990 former territory of the FRG)","Total","Person","6,180"
"2001M04","Estonia","Total","Person",":"
"2001M04","Ireland","Total","Person","740"
"2001M04","Greece","Total","Person","90"
"2001M04","Spain","Total","Person","685"
"2001M04","France","Total","Person","4,065"
"2001M04","Italy","Total","Person",":"
"2001M04","Cyprus","Total","Person",":"
"2001M04","Latvia","Total","Person","0"
"2001M04","Lithuania","Total","Person",":"
"2001M04","Luxembourg","Total","Person","45"
"2001M04","Hungary","Total","Person",":"
"2001M04","Malta","Total","Person",":"
"2001M04","Netherlands","Total","Person","2,770"
"2001M04","Austria","Total","Person","2,840"
"2001M04","Poland","Total","Person",":"
"2001M04","Portugal","Total","Person","10"
"2001M04","Romania","Total","Person",":"
"2001M04","Slovenia","Total","Person",":"
"2001M04","Slovakia","Total","Person",":"
"2001M04","Finland","Total","Person","170"
"2001M04","Sweden","Total","Person","1,285"
"2001M04","United Kingdom","Total","Person","5,000"
"2001M04","Iceland","Total","Person",":"
"2001M04","Norway","Total","Person",":"
"2001M04","Turkey","Total","Person",":"
"2001M05","European Union - 15 countries (1995-2004)","Total","Person",":"
"2001M05","Belgium","Total","Person","1,960"
"2001M05","Bulgaria","Total","Person",":"
"2001M05","Czechia","Total","Person","1,545"
"2001M05","Denmark","Total","Person","955"
"2001M05","Germany (until 1990 former territory of the FRG)","Total","Person","6,940"
"2001M05","Estonia","Total","Person",":"
"2001M05","Ireland","Total","Person","840"
"2001M05","Greece","Total","Person","170"
"2001M05","Spain","Total","Person","630"
"2001M05","France","Total","Person","4,065"
"2001M05","Italy","Total","Person",":"
"2001M05","Cyprus","Total","Person",":"
"2001M05","Latvia","Total","Person","0"
"2001M05","Lithuania","Total","Person",":"
"2001M05","Luxembourg","Total","Person","50"
"2001M05","Hungary","Total","Person",":"
"2001M05","Malta","Total","Person",":"
"2001M05","Netherlands","Total","Person","2,550"
"2001M05","Austria","Total","Person","2,525"
"2001M05","Poland","Total","Person",":"
"2001M05","Portugal","Total","Person","20"
"2001M05","Romania","Total","Person",":"
"2001M05","Slovenia","Total","Person",":"
"2001M05","Slovakia","Total","Person",":"
"2001M05","Finland","Total","Person","85"
"2001M05","Sweden","Total","Person","1,580"
"2001M05","United Kingdom","Total","Person","5,290"
"2001M05","Iceland","Total","Person",":"
"2001M05","Norway","Total","Person",":"
"2001M05","Turkey","Total","Person",":"
"2001M06","European Union - 15 countries (1995-2004)","Total","Person",":"
"2001M06","Belgium","Total","Person","1,880"
"2001M06","Bulgaria","Total","Person",":"
"2001M06","Czechia","Total","Person","1,640"
"2001M06","Denmark","Total","Person","840"
"2001M06","Germany (until 1990 former territory of the FRG)","Total","Person","6,610"
"2001M06","Estonia","Total","Person",":"
"2001M06","Ireland","Total","Person","880"
"2001M06","Greece","Total","Person","520"
"2001M06","Spain","Total","Person","640"
"2001M06","France","Total","Person","3,795"
"2001M06","Italy","Total","Person",":"
"2001M06","Cyprus","Total","Person",":"
"2001M06","Latvia","Total","Person","0"
"2001M06","Lithuania","Total","Person",":"
"2001M06","Luxembourg","Total","Person","55"
"2001M06","Hungary","Total","Person",":"
"2001M06","Malta","Total","Person","10"
"2001M06","Netherlands","Total","Person","2,220"
"2001M06","Austria","Total","Person","2,150"
"2001M06","Poland","Total","Person",":"
"2001M06","Portugal","Total","Person","15"
"2001M06","Romania","Total","Person",":"
"2001M06","Slovenia","Total","Person",":"
"2001M06","Slovakia","Total","Person",":"
"2001M06","Finland","Total","Person","110"
"2001M06","Sweden","Total","Person","1,570"
"2001M06","United Kingdom","Total","Person","5,300"
"2001M06","Iceland","Total","Person",":"
"2001M06","Norway","Total","Person",":"
"2001M06","Turkey","Total","Person",":"
"2001M07","European Union - 15 countries (1995-2004)","Total","Person",":"
"2001M07","Belgium","Total","Person","2,095"
"2001M07","Bulgaria","Total","Person",":"
"2001M07","Czechia","Total","Person","1,545"
"2001M07","Denmark","Total","Person","1,085"
"2001M07","Germany (until 1990 former territory of the FRG)","Total","Person","8,095"
"2001M07","Estonia","Total","Person",":"
"2001M07","Ireland","Total","Person","960"
"2001M07","Greece","Total","Person","520"
"2001M07","Spain","Total","Person","735"
"2001M07","France","Total","Person","4,195"
"2001M07","Italy","Total","Person",":"
"2001M07","Cyprus","Total","Person",":"
"2001M07","Latvia","Total","Person","0"
"2001M07","Lithuania","Total","Person",":"
"2001M07","Luxembourg","Total","Person","55"
"2001M07","Hungary","Total","Person",":"
"2001M07","Malta","Total","Person","10"
"2001M07","Netherlands","Total","Person","2,470"
"2001M07","Austria","Total","Person","2,420"
"2001M07","Poland","Total","Person",":"
"2001M07","Portugal","Total","Person","20"
"2001M07","Romania","Total","Person",":"
"2001M07","Slovenia","Total","Person",":"
"2001M07","Slovakia","Total","Person",":"
"2001M07","Finland","Total","Person","165"
"2001M07","Sweden","Total","Person","2,065"
"2001M07","United Kingdom","Total","Person","6,125"
"2001M07","Iceland","Total","Person",":"
"2001M07","Norway","Total","Person",":"
"2001M07","Turkey","Total","Person",":"
"2001M08","European Union - 15 countries (1995-2004)","Total","Person",":"
"2001M08","Belgium","Total","Person","2,345"
"2001M08","Bulgaria","Total","Person",":"
"2001M08","Czechia","Total","Person","1,705"
"2001M08","Denmark","Total","Person","1,405"
"2001M08","Germany (until 1990 former territory of the FRG)","Total","Person","9,135"
"2001M08","Estonia","Total","Person",":"
"2001M08","Ireland","Total","Person","980"
"2001M08","Greece","Total","Person","620"
"2001M08","Spain","Total","Person","620"
"2001M08","France","Total","Person","3,670"
"2001M08","Italy","Total","Person",":"
"2001M08","Cyprus","Total","Person",":"
"2001M08","Latvia","Total","Person","5"
"2001M08","Lithuania","Total","Person",":"
"2001M08","Luxembourg","Total","Person","75"
"2001M08","Hungary","Total","Person",":"
"2001M08","Malta","Total","Person","10"
"2001M08","Netherlands","Total","Person","2,460"
"2001M08","Austria","Total","Person","2,455"
"2001M08","Poland","Total","Person",":"
"2001M08","Portugal","Total","Person","25"
"2001M08","Romania","Total","Person",":"
"2001M08","Slovenia","Total","Person",":"
"2001M08","Slovakia","Total","Person",":"
"2001M08","Finland","Total","Person","190"
"2001M08","Sweden","Total","Person","2,565"
"2001M08","United Kingdom","Total","Person","6,670"
"2001M08","Iceland","Total","Person",":"
"2001M08","Norway","Total","Person",":"
"2001M08","Turkey","Total","Person",":"
"2001M09","European Union - 15 countries (1995-2004)","Total","Person",":"
"2001M09","Belgium","Total","Person","2,055"
"2001M09","Bulgaria","Total","Person",":"
"2001M09","Czechia","Total","Person","1,415"
"2001M09","Denmark","Total","Person","1,170"
"2001M09","Germany (until 1990 former territory of the FRG)","Total","Person","8,000"
"2001M09","Estonia","Total","Person",":"
"2001M09","Ireland","Total","Person","855"
"2001M09","Greece","Total","Person","605"
"2001M09","Spain","Total","Person","840"
"2001M09","France","Total","Person","3,330"
"2001M09","Italy","Total","Person",":"
"2001M09","Cyprus","Total","Person",":"
"2001M09","Latvia","Total","Person","0"
"2001M09","Lithuania","Total","Person",":"
"2001M09","Luxembourg","Total","Person","65"
"2001M09","Hungary","Total","Person",":"
"2001M09","Malta","Total","Person","5"
"2001M09","Netherlands","Total","Person","2,550"
"2001M09","Austria","Total","Person","2,515"
"2001M09","Poland","Total","Person",":"
"2001M09","Portugal","Total","Person","5"
"2001M09","Romania","Total","Person",":"
"2001M09","Slovenia","Total","Person",":"
"2001M09","Slovakia","Total","Person",":"
"2001M09","Finland","Total","Person","110"
"2001M09","Sweden","Total","Person","2,455"
"2001M09","United Kingdom","Total","Person","6,060"
"2001M09","Iceland","Total","Person",":"
"2001M09","Norway","Total","Person",":"
"2001M09","Turkey","Total","Person",":"
"2001M10","European Union - 15 countries (1995-2004)","Total","Person",":"
"2001M10","Belgium","Total","Person","2,275"
"2001M10","Bulgaria","Total","Person",":"
"2001M10","Czechia","Total","Person","1,415"
"2001M10","Denmark","Total","Person","1,135"
"2001M10","Germany (until 1990 former territory of the FRG)","Total","Person","8,765"
"2001M10","Estonia","Total","Person",":"
"2001M10","Ireland","Total","Person","890"
"2001M10","Greece","Total","Person","425"
"2001M10","Spain","Total","Person","980"
"2001M10","France","Total","Person","4,440"
"2001M10","Italy","Total","Person",":"
"2001M10","Cyprus","Total","Person",":"
"2001M10","Latvia","Total","Person","0"
"2001M10","Lithuania","Total","Person",":"
"2001M10","Luxembourg","Total","Person","55"
"2001M10","Hungary","Total","Person",":"
"2001M10","Malta","Total","Person","10"
"2001M10","Netherlands","Total","Person","3,400"
"2001M10","Austria","Total","Person","2,790"
"2001M10","Poland","Total","Person",":"
"2001M10","Portugal","Total","Person","20"
"2001M10","Romania","Total","Person",":"
"2001M10","Slovenia","Total","Person",":"
"2001M10","Slovakia","Total","Person",":"
"2001M10","Finland","Total","Person","135"
"2001M10","Sweden","Total","Person","2,800"
"2001M10","United Kingdom","Total","Person","6,420"
"2001M10","Iceland","Total","Person",":"
"2001M10","Norway","Total","Person",":"
"2001M10","Turkey","Total","Person",":"
"2001M11","European Union - 15 countries (1995-2004)","Total","Person",":"
"2001M11","Belgium","Total","Person","1,715"
"2001M11","Bulgaria","Total","Person",":"
"2001M11","Czechia","Total","Person","1,260"
"2001M11","Denmark","Total","Person","1,035"
"2001M11","Germany (until 1990 former territory of the FRG)","Total","Person","8,005"
"2001M11","Estonia","Total","Person",":"
"2001M11","Ireland","Total","Person","905"
"2001M11","Greece","Total","Person","545"
"2001M11","Spain","Total","Person","860"
"2001M11","France","Total","Person","4,250"
"2001M11","Italy","Total","Person",":"
"2001M11","Cyprus","Total","Person",":"
"2001M11","Latvia","Total","Person","0"
"2001M11","Lithuania","Total","Person",":"
"2001M11","Luxembourg","Total","Person","55"
"2001M11","Hungary","Total","Person",":"
"2001M11","Malta","Total","Person","55"
"2001M11","Netherlands","Total","Person","2,400"
"2001M11","Austria","Total","Person","2,580"
"2001M11","Poland","Total","Person",":"
"2001M11","Portugal","Total","Person","15"
"2001M11","Romania","Total","Person",":"
"2001M11","Slovenia","Total","Person",":"
"2001M11","Slovakia","Total","Person",":"
"2001M11","Finland","Total","Person","95"
"2001M11","Sweden","Total","Person","2,305"
"2001M11","United Kingdom","Total","Person","5,940"
"2001M11","Iceland","Total","Person",":"
"2001M11","Norway","Total","Person",":"
"2001M11","Turkey","Total","Person",":"
"2001M12","European Union - 15 countries (1995-2004)","Total","Person",":"
"2001M12","Belgium","Total","Person","1,685"
"2001M12","Bulgaria","Total","Person",":"
"2001M12","Czechia","Total","Person","1,325"
"2001M12","Denmark","Total","Person","715"
"2001M12","Germany (until 1990 former territory of the FRG)","Total","Person","5,575"
"2001M12","Estonia","Total","Person",":"
"2001M12","Ireland","Total","Person","960"
"2001M12","Greece","Total","Person","1,625"
"2001M12","Spain","Total","Person","845"
"2001M12","France","Total","Person","4,135"
"2001M12","Italy","Total","Person",":"
"2001M12","Cyprus","Total","Person",":"
"2001M12","Latvia","Total","Person","0"
"2001M12","Lithuania","Total","Person",":"
"2001M12","Luxembourg","Total","Person","60"
"2001M12","Hungary","Total","Person",":"
"2001M12","Malta","Total","Person","0"
"2001M12","Netherlands","Total","Person","2,155"
"2001M12","Austria","Total","Person","2,380"
"2001M12","Poland","Total","Person",":"
"2001M12","Portugal","Total","Person","30"
"2001M12","Romania","Total","Person",":"
"2001M12","Slovenia","Total","Person",":"
"2001M12","Slovakia","Total","Person",":"
"2001M12","Finland","Total","Person","120"
"2001M12","Sweden","Total","Person","2,565"
"2001M12","United Kingdom","Total","Person","5,645"
"2001M12","Iceland","Total","Person",":"
"2001M12","Norway","Total","Person",":"
"2001M12","Turkey","Total","Person",":"
"2002M01","European Union - 15 countries (1995-2004)","Total","Person","19,675"
"2002M01","Belgium","Total","Person","1,860"
"2002M01","Bulgaria","Total","Person","350"
"2002M01","Czechia","Total","Person","1,205"
"2002M01","Denmark","Total","Person","770"
"2002M01","Germany (until 1990 former territory of the FRG)","Total","Person","7,760"
"2002M01","Estonia","Total","Person","0"
"2002M01","Ireland","Total","Person","840"
"2002M01","Greece","Total","Person","590"
"2002M01","Spain","Total","Person","960"
"2002M01","France","Total","Person","4,015"
"2002M01","Italy","Total","Person",":"
"2002M01","Cyprus","Total","Person",":"
"2002M01","Latvia","Total","Person","0"
"2002M01","Lithuania","Total","Person","35"
"2002M01","Luxembourg","Total","Person","45"
"2002M01","Hungary","Total","Person","610"
"2002M01","Malta","Total","Person",":"
"2002M01","Netherlands","Total","Person","2,375"
"2002M01","Austria","Total","Person","2,955"
"2002M01","Poland","Total","Person","230"
"2002M01","Portugal","Total","Person","25"
"2002M01","Romania","Total","Person",":"
"2002M01","Slovenia","Total","Person","40"
"2002M01","Slovakia","Total","Person",":"
"2002M01","Finland","Total","Person","170"
"2002M01","Sweden","Total","Person","2,635"
"2002M01","United Kingdom","Total","Person","6,575"
"2002M01","Iceland","Total","Person",":"
"2002M01","Norway","Total","Person",":"
"2002M01","Turkey","Total","Person",":"
"2002M02","European Union - 15 countries (1995-2004)","Total","Person","16,285"
"2002M02","Belgium","Total","Person","1,390"
"2002M02","Bulgaria","Total","Person","325"
"2002M02","Czechia","Total","Person","665"
"2002M02","Denmark","Total","Person","645"
"2002M02","Germany (until 1990 former territory of the FRG)","Total","Person","5,770"
"2002M02","Estonia","Total","Person","0"
"2002M02","Ireland","Total","Person","765"
"2002M02","Greece","Total","Person","435"
"2002M02","Spain","Total","Person","800"
"2002M02","France","Total","Person","4,075"
"2002M02","Italy","Total","Person",":"
"2002M02","Cyprus","Total","Person","15"
"2002M02","Latvia","Total","Person","0"
"2002M02","Lithuania","Total","Person","15"
"2002M02","Luxembourg","Total","Person","40"
"2002M02","Hungary","Total","Person","525"
"2002M02","Malta","Total","Person",":"
"2002M02","Netherlands","Total","Person","1,970"
"2002M02","Austria","Total","Person","2,400"
"2002M02","Poland","Total","Person","280"
"2002M02","Portugal","Total","Person","10"
"2002M02","Romania","Total","Person",":"
"2002M02","Slovenia","Total","Person","65"
"2002M02","Slovakia","Total","Person",":"
"2002M02","Finland","Total","Person","115"
"2002M02","Sweden","Total","Person","2,245"
"2002M02","United Kingdom","Total","Person","6,415"
"2002M02","Iceland","Total","Person",":"
"2002M02","Norway","Total","Person",":"
"2002M02","Turkey","Total","Person",":"
"2002M03","European Union - 15 countries (1995-2004)","Total","Person","16,860"
"2002M03","Belgium","Total","Person","1,435"
"2002M03","Bulgaria","Total","Person","415"
"2002M03","Czechia","Total","Person","715"
"2002M03","Denmark","Total","Person","670"
"2002M03","Germany (until 1990 former territory of the FRG)","Total","Person","5,695"
"2002M03","Estonia","Total","Person","0"
"2002M03","Ireland","Total","Person","930"
"2002M03","Greece","Total","Person","510"
"2002M03","Spain","Total","Person","725"
"2002M03","France","Total","Person","4,615"
"2002M03","Italy","Total","Person",":"
"2002M03","Cyprus","Total","Person",":"
"2002M03","Latvia","Total","Person","0"
"2002M03","Lithuania","Total","Person","5"
"2002M03","Luxembourg","Total","Person","70"
"2002M03","Hungary","Total","Person","535"
"2002M03","Malta","Total","Person",":"
"2002M03","Netherlands","Total","Person","1,950"
"2002M03","Austria","Total","Person","2,310"
"2002M03","Poland","Total","Person","360"
"2002M03","Portugal","Total","Person","20"
"2002M03","Romania","Total","Person",":"
"2002M03","Slovenia","Total","Person","35"
"2002M03","Slovakia","Total","Person",":"
"2002M03","Finland","Total","Person","105"
"2002M03","Sweden","Total","Person","2,355"
"2002M03","United Kingdom","Total","Person","6,530"
"2002M03","Iceland","Total","Person",":"
"2002M03","Norway","Total","Person",":"
"2002M03","Turkey","Total","Person",":"
"2002M04","European Union - 15 countries (1995-2004)","Total","Person","16,385"
"2002M04","Belgium","Total","Person","1,520"
"2002M04","Bulgaria","Total","Person","475"
"2002M04","Czechia","Total","Person","760"
"2002M04","Denmark","Total","Person","565"
"2002M04","Germany (until 1990 former territory of the FRG)","Total","Person","6,020"
"2002M04","Estonia","Total","Person","0"
"2002M04","Ireland","Total","Person","890"
"2002M04","Greece","Total","Person","135"
"2002M04","Spain","Total","Person","415"
"2002M04","France","Total","Person","4,085"
"2002M04","Italy","Total","Person",":"
"2002M04","Cyprus","Total","Person","55"
"2002M04","Latvia","Total","Person","0"
"2002M04","Lithuania","Total","Person","10"
"2002M04","Luxembourg","Total","Person","65"
"2002M04","Hungary","Total","Person","545"
"2002M04","Malta","Total","Person",":"
"2002M04","Netherlands","Total","Person","1,765"
"2002M04","Austria","Total","Person","3,050"
"2002M04","Poland","Total","Person","335"
"2002M04","Portugal","Total","Person","20"
"2002M04","Romania","Total","Person",":"
"2002M04","Slovenia","Total","Person","40"
"2002M04","Slovakia","Total","Person",":"
"2002M04","Finland","Total","Person","195"
"2002M04","Sweden","Total","Person","2,495"
"2002M04","United Kingdom","Total","Person","6,475"
"2002M04","Iceland","Total","Person",":"
"2002M04","Norway","Total","Person",":"
"2002M04","Turkey","Total","Person",":"
"2002M05","European Union - 15 countries (1995-2004)","Total","Person","15,945"
"2002M05","Belgium","Total","Person","1,490"
"2002M05","Bulgaria","Total","Person","375"
"2002M05","Czechia","Total","Person","605"
"2002M05","Denmark","Total","Person","470"
"2002M05","Germany (until 1990 former territory of the FRG)","Total","Person","5,345"
"2002M05","Estonia","Total","Person","0"
"2002M05","Ireland","Total","Person","795"
"2002M05","Greece","Total","Person","190"
"2002M05","Spain","Total","Person","540"
"2002M05","France","Total","Person","4,170"
"2002M05","Italy","Total","Person",":"
"2002M05","Cyprus","Total","Person","40"
"2002M05","Latvia","Total","Person","0"
"2002M05","Lithuania","Total","Person","15"
"2002M05","Luxembourg","Total","Person","80"
"2002M05","Hungary","Total","Person","460"
"2002M05","Malta","Total","Person",":"
"2002M05","Netherlands","Total","Person","1,590"
"2002M05","Austria","Total","Person","2,880"
"2002M05","Poland","Total","Person","345"
"2002M05","Portugal","Total","Person","30"
"2002M05","Romania","Total","Person",":"
"2002M05","Slovenia","Total","Person","60"
"2002M05","Slovakia","Total","Person",":"
"2002M05","Finland","Total","Person","390"
"2002M05","Sweden","Total","Person","2,685"
"2002M05","United Kingdom","Total","Person","7,510"
"2002M05","Iceland","Total","Person",":"
"2002M05","Norway","Total","Person",":"
"2002M05","Turkey","Total","Person",":"
"2002M06","European Union - 15 countries (1995-2004)","Total","Person","11,625"
"2002M06","Belgium","Total","Person","1,335"
"2002M06","Bulgaria","Total","Person","115"
"2002M06","Czechia","Total","Person","520"
"2002M06","Denmark","Total","Person","405"
"2002M06","Germany (until 1990 former territory of the FRG)","Total","Person","5,665"
"2002M06","Estonia","Total","Person","0"
"2002M06","Ireland","Total","Person","870"
"2002M06","Greece","Total","Person","425"
"2002M06","Spain","Total","Person","310"
"2002M06","France","Total","Person","3,970"
"2002M06","Italy","Total","Person",":"
"2002M06","Cyprus","Total","Person","25"
"2002M06","Latvia","Total","Person","0"
"2002M06","Lithuania","Total","Person","10"
"2002M06","Luxembourg","Total","Person","95"
"2002M06","Hungary","Total","Person","440"
"2002M06","Malta","Total","Person",":"
"2002M06","Netherlands","Total","Person","1,480"
"2002M06","Austria","Total","Person","3,030"
"2002M06","Poland","Total","Person","280"
"2002M06","Portugal","Total","Person","5"
"2002M06","Romania","Total","Person",":"
"2002M06","Slovenia","Total","Person","25"
"2002M06","Slovakia","Total","Person",":"
"2002M06","Finland","Total","Person","545"
"2002M06","Sweden","Total","Person","2,190"
"2002M06","United Kingdom","Total","Person","6,415"
"2002M06","Iceland","Total","Person",":"
"2002M06","Norway","Total","Person",":"
"2002M06","Turkey","Total","Person",":"
"2002M07","European Union - 15 countries (1995-2004)","Total","Person","7,895"
"2002M07","Belgium","Total","Person","1,565"
"2002M07","Bulgaria","Total","Person","135"
